id,price1
2242,429.28029000000004
20532,292.05600908333327
10648,421.4081699999999
20677,792.4407649999998
12593,397.7599371428572
11159,412.7443425
10680,563.2920000000001
6433,2624.319322201531
2794,237.00005
11579,583.7505849999995
13859,250.98839999999998
12260,476.52300000000014
18254,376.82280000000014
19453,474.77475000000004
8121,875.4806000000003
9791,500.5939050000001
7402,1926.4782599999994
3205,291.07474
14489,489.9410683333333
10607,580.2260749999998
3659,671.235905
7625,309.42692999999986
12862,1994.4000449999985
13985,449.0
10206,490.2592500000001
6889,1549.7831700000002
17791,398.01549999999963
8920,2092.3332499999997
15762,448.9506
9762,320.704825
15247,721.0259466666669
14490,216.01709999999997
3545,356.61097374999997
4122,492.17368000000005
9075,385.4591549999998
17580,514.290195
15546,425.831685
16679,290.65755666666666
7800,425.6738999999998
10314,246.60081
20247,654.5348099999999
10068,1347.2599799999998
971,262.0024000000001
3832,415.29257
6052,2225.6297849999996
12718,3348.932854999999
11469,498.987525
10655,486.01849500000014
5933,414.2853
7000,682.3310885606692
18084,671.235905
20918,3536.084308333333
16193,935.364675
6116,2504.105950000001
7581,343.51751500000006
2214,399.00059999999996
19489,646.8974549999999
2592,948.8835999999997
14541,948.8835999999997
5584,540.454005
20002,492.0574025833333
341,2449.28435
10363,535.0573800000004
12292,207.02156583333328
19769,414.92290500000007
4521,182.86170000000007
8402,251.26626
8485,326.2155150000001
7561,429.35706500000003
9885,254.8984599999999
2582,357.23990249999997
8209,410.97319214285716
13611,548.9504999999999
13591,369.00909
9676,542.1192095833334
13851,590.953455
16691,474.0255000000002
17785,556.9874550000001
18685,361.1235150000001
3369,676.9034300000002
16066,620.4885650000002
3003,552.7223399999997
18981,199.00119999999993
13554,548.9863999999998
11588,474.173055
16379,3069.2822349999988
12575,469.0305000000001
9249,250.98839999999998
15449,332.61726566666664
20597,437.327235
12342,1131.4847250000005
9065,413.75083500000005
17968,437.9150989285715
17803,837.6214000000002
13495,504.05544000000003
11078,1867.185685714286
19475,723.8157900000001
19860,369.51411499999995
805,508.4762300000001
1,585.4102150000001
13151,476.52300000000014
4133,680.389635
446,557.6231250000001
18830,1019.2846400000003
7909,312.60708000000034
13969,1285.287035
6901,2218.692059330485
3961,3561.6362950000002
10150,1413.5172999999998
4490,399.00059999999996
5897,286.358635
20844,584.879535
19011,515.6974875000001
18577,663.5707649999999
3555,913.5834
15716,485.27174249999985
20324,508.69579500000003
18654,2712.185525
8184,343.32696999999996
4349,367.0145
13737,397.161585
10749,748.9502999999999
19921,557.92818
15467,485.33222933333366
10725,472.69266
18354,446.45310000000006
153,861.4881750000001
8961,872.7402850000002
501,619.47207
18332,213.89598
4068,645.0197000000002
13206,448.9506
15926,399.00059999999996
20705,349.0
15433,295.5195255681821
16477,447.4620899999999
15608,401.8277700000001
4957,380.10826000000003
9095,358.2786187500002
12618,474.0255000000002
17259,291.81021
6906,351.5014066666667
20713,248.26453499999997
15305,792.1699537499999
5370,437.9774175000001
20079,724.58469
5574,446.40499124999997
8049,241.63825499999996
3493,2959.0580699999996
7390,601.4978999999998
12996,382.51710000000026
150,357.9683171428571
7941,426.14101575000007
16993,308.09159999999997
18502,429.5150550000001
1046,295.94612833333343
17121,361.48019999999997
15629,610.8418349999997
18932,790.0425
8131,398.0016000000003
6926,389.00560500000006
11131,453.186471
10941,417.21383000000003
12030,326.9711249999999
17959,645.675895
14464,700.209243
18288,307.73175750000007
17404,1048.9425
930,2336.6017599999996
10001,646.737615
7044,3134.387515
17375,321.7079700000003
13231,279.997055
3147,1264.80728
4856,518.4128449999998
14757,752.673425
14918,530.3840849999999
10947,210.18628499999994
17853,389.8909059999999
6359,999.0259000000001
14331,583.074245
6111,448.239675
20276,2240.3614750000006
10660,1931.6562499999998
4222,296.56052897727307
20592,516.31317
1023,1873.5314999999996
14844,510.7462461428571
11145,720.5936849999998
12578,685.6186950000001
8668,249.65768399999993
18474,435.09317
9807,455.8633349999999
15911,784.66199
3721,1028.01393
19353,952.3591266666667
17362,299.0008
11120,984.00625875
18867,522.640965
17178,333.79357500000003
6879,476.62582499999996
4802,472.87217000000004
15451,280.56774
15857,433.911654
3179,821.084745
7258,348.9993
6247,487.74473500000005
14378,459.64006500000005
9308,1254.5292705000002
8879,400.2989999999999
9484,474.0255000000002
7676,898.4701388341921
14419,519.9406416666666
19097,204.1059699999999
168,2331.623805
4427,272.65609499999994
12771,558.2218150000002
17299,422.2523249999998
5118,308.4887024999998
12040,504.6792639951476
13747,548.7495600000001
18751,382.8967200000003
5227,506.67781500000007
12100,556.5187400000001
17604,398.08276875
1218,490.35233000000005
18775,266.190209
10853,241.91193
3168,237.06330000000003
14636,216.01709999999997
7927,219.01110000000006
17035,470.0039549999999
8762,262.55718000000024
2152,458.5210199999999
17152,278.1925
9824,322.276655
8142,3361.3575999999994
15932,599.0003999999996
1141,348.9993
17330,3601.95187
19889,541.0288675000002
4915,487.0400900000004
693,641.6515499999999
14449,596.271465
