id,price1
2242,427.12896543896636
20532,294.739995732237
10648,451.0391778693986
20677,991.7068965517242
12593,399.7164757803259
11159,419.96189170740297
10680,508.4658191521122
6433,2606.949804122391
2794,251.06304597701146
11579,684.4124302134647
13859,251.0
12260,473.0756962421282
18254,394.2197522070142
19453,476.187288636193
8121,974.903448275862
9791,506.9183393829401
7402,1697.957077175698
3205,301.03218390804597
14489,459.14304187192124
10607,567.2810344827586
3659,670.6672413793103
7625,311.0279310344826
12862,1969.7362068965517
13985,424.09929529282977
10206,485.0924217484226
6889,1668.9103448275862
17791,398.25775862068963
8920,2209.3354679802956
15762,451.3396551724138
9762,338.83620689655174
15247,867.5494252873563
14490,216.51724137931035
3545,346.55890804597703
4122,484.7792911877394
9075,389.9959716051172
17580,509.34112867777935
15546,466.53844827586204
16679,285.3248850574714
7800,429.6639860837833
10314,252.7319786535304
20247,653.5220677485933
10068,1326.703448275862
971,336.38308276411124
3832,404.0933908045977
6052,2157.9094827586205
12718,3181.4844827586207
11469,498.51064313081565
10655,470.4021392265067
5933,466.2076445904033
7000,530.3136589373021
18084,670.6672413793103
20918,3605.8852148330598
16193,941.3568965517242
6116,2417.2241379310344
7581,342.4168103448276
2214,398.99013472160027
19489,609.095434168322
2592,948.346551724138
14541,948.346551724138
5584,547.4206818087606
20002,473.9054765325672
341,2227.425459770115
10363,487.1672413793103
12292,197.32457829526814
19769,420.0217569786535
4521,200.69568965517243
8402,297.1725910583669
8485,466.6040229885058
7561,452.6807423371647
9885,243.25062397372741
2582,419.5689162561576
8209,370.16926854754456
13611,549.0220284547576
13591,374.9448275862069
9676,531.8118678160922
13851,591.4215517241379
16691,473.5137931034483
17785,609.7317985697001
18685,372.89517241379315
3369,700.1189655172413
16066,623.3793103448276
3003,514.3372523262178
18981,204.39418103448276
13554,543.6898938992043
11588,451.66666666666663
16379,2474.964367816092
12575,469.1862978927203
9249,251.0
15449,321.8431079262432
20597,420.5720807772097
12342,1037.2870689655172
9065,401.42737384049195
17968,426.25664293730375
17803,776.6949096880131
13495,430.93480743394537
11078,1885.941379310345
19475,693.5959770114941
19860,353.48908045977015
805,555.7929097951026
1,583.0293103448275
13151,470.8247299504084
4133,669.748275862069
446,623.92908045977
18830,1083.8586206896553
7909,330.9459770114942
13969,1231.6741379310345
6901,2184.23388630713
3961,3533.24841954023
10150,1466.098275862069
4490,410.03390804597706
5897,300.56184318555006
20844,502.6055230983278
19011,679.4831650246305
18577,650.8259247648903
3555,936.0716954022989
15716,462.9864715340158
20324,513.0384326018808
18654,2743.7344827586207
8184,331.60187386569874
4349,325.5308908045977
13737,384.3448391004846
10749,748.8462284482758
19921,484.26814017306407
15467,484.1991789819382
10725,506.1821839080459
18354,451.8847449257677
153,935.7120689655172
8961,848.3396551724138
501,500.38517241379316
18332,229.43965517241378
4068,645.5189655172413
13206,451.59469496021217
15926,399.0
20705,353.098275862069
15433,295.5876047067769
16477,430.08390804597707
15608,430.2617816091954
4957,311.90756726032583
9095,399.6073316912972
12618,470.4124699084669
17259,310.37920972005287
6906,357.77551724137936
20713,314.24655172413793
15305,818.2783620689654
5370,454.0685344827586
20079,746.84010851717
5574,474.59060344827583
8049,287.53920977011495
3493,2959.814655172414
7390,599.3038194444443
12996,395.86670696017876
150,357.25449563367675
7941,418.45495840344876
16993,317.6800554383639
18502,419.9972634836428
1046,304.3085933223864
17121,374.64353243021344
15629,630.6114942528736
18932,790.0
8131,397.07790381125227
6926,387.5161359115023
11131,455.591838893865
10941,430.99324973876696
12030,311.66781472359054
17959,655.9325458401751
14464,707.5475705329153
18288,317.3846798029557
17404,1053.05
930,2258.608251231527
10001,659.7404127481714
7044,2886.2068965517246
17375,307.5444429708223
13231,280.5586206896552
3147,1288.7724137931034
4856,457.42286654135336
14757,631.8475000000001
14918,495.05517241379323
10947,235.20932185910527
17853,388.97649835796386
6359,997.178448275862
14331,547.5982758620689
