id,price1
2242,422.27818181818185
20532,291.3496031746032
10648,456.0
20677,902.8
12593,399.7
11159,435.83333333333337
10680,436.45
6433,2594.0630636871656
2794,241.0
11579,658.75
13859,251.0
12260,468.8666666666666
18254,415.75
19453,474.75
8121,1085.4
9791,509.55
7402,1798.0333333333335
3205,299.1
14489,461.2
10607,552.75
3659,672.0
7625,301.76666666666665
12862,1920.35
13985,419.0
10206,487.6166666666667
6889,1743.45
17791,398.0
8920,2257.35
15762,452.65
9762,334.05
15247,624.15
14490,216.0
3545,349.375
4122,467.45
9075,390.0
17580,512.75
15546,471.9
16679,266.4908333333333
7800,419.5
10314,257.0
20247,664.0
10068,1326.1
971,328.40555555555557
3832,399.27
6052,2194.25
12718,3052.0
11469,498.0
10655,451.6
5933,465.85
7000,490.31211538461537
18084,672.0
20918,3653.1666666666665
16193,994.2
6116,2440.25
7581,311.25
2214,399.0
19489,617.85
2592,949.0
14541,949.0
5584,557.1
20002,475.78738095238094
341,2384.2
10363,461.45
12292,197.17222222222222
19769,407.45
4521,209.0
8402,312.5
8485,452.66666666666663
7561,422.2375
9885,254.1
2582,425.65
8209,331.67999999999995
13611,549.0
13591,365.8
9676,550.03
13851,584.3
16691,476.5
17785,592.0
18685,367.1
3369,722.8
16066,606.85
3003,477.8357142857143
18981,199.0
13554,541.5
11588,432.55
16379,2200.65
12575,469.0
9249,251.0
15449,312.35833333333335
20597,417.0333333333333
12342,1072.85
9065,395.7
17968,426.5141865079365
17803,853.55
13495,451.05
11078,1920.65
19475,660.3
19860,339.5857142857143
805,606.3
1,646.4
13151,469.3
4133,699.8
446,641.0
18830,1087.6
7909,311.0
13969,1189.4
6901,2206.3
3961,3596.8
10150,1430.55
4490,404.0
5897,261.65
20844,611.15
19011,686.4
18577,769.5
3555,929.8
15716,476.57250000000005
20324,612.2
18654,2797.0
8184,327.8
4349,312.9
13737,388.5
10749,749.0
19921,469.2
15467,480.4910714285714
10725,533.65
18354,449.25
153,948.0
8961,899.0
501,473.0
18332,214.2
4068,640.0
13206,454.0
15926,399.0
20705,349.0
15433,294.7760166916417
16477,424.4
15608,395.71666666666664
4957,329.7
9095,393.0
12618,474.0
17259,304.9
6906,374.26666666666665
20713,305.2666666666667
15305,796.6458333333334
5370,452.95
20079,759.0
5574,468.5333333333334
8049,290.85
3493,2684.45
7390,599.0
12996,398.45
150,353.18809523809523
7941,438.59
16993,347.81666666666666
18502,433.8
1046,305.16666666666663
17121,362.0916666666667
15629,600.25
18932,790.0
8131,397.55
6926,377.3125
11131,450.6039285714285
10941,454.3
12030,316.32190476190476
17959,676.4725000000001
14464,744.8
18288,309.4
17404,1057.1
930,2082.7
10001,684.2
7044,2845.95
17375,310.85
13231,287.85
3147,1299.0
4856,508.7
14757,638.3875
14918,507.9833333333333
10947,248.935
17853,373.94375
6359,1009.0
14331,542.7
6111,429.7
20276,2451.1
10660,1855.25
4222,297.4569805194805
20592,537.0
1023,1946.75
14844,512.4958333333334
11145,775.25
12578,610.35
8668,256.9
18474,446.25
9807,431.25
15911,657.6
3721,1021.25
19353,954.375
17362,299.0
11120,984.1516666666666
18867,526.5
17178,318.1
6879,509.4666666666667
4802,500.85
15451,287.15
15857,484.0958333333333
3179,811.2
7258,349.0
6247,489.0
14378,554.0
9308,1105.95
8879,467.65
9484,474.0
7676,898.3761337733473
14419,559.3857142857144
19097,229.75
168,2444.15
4427,305.0
12771,541.05
17299,421.3
5118,298.175
12040,505.41325135133184
13747,557.2
18751,384.65
5227,443.61
12100,568.0
17604,359.3
1218,496.15
18775,297.135
10853,227.25
3168,258.98333333333335
14636,216.0
7927,219.0
17035,450.5
8762,263.1
2152,445.95
17152,278.3
9824,331.95
8142,3695.85
15932,599.0
1141,349.0
17330,3785.7
19889,523.5683333333334
4915,536.2
693,474.75
14449,567.9
1975,470.0
4055,463.6
13336,756.0
15678,585.95
8491,448.6
15115,245.65
14146,523.35
19296,523.6666666666667
13281,288.4
20363,399.0
13879,277.0
7859,214.715873015873
18819,527.1366666666667
3538,681.35
13185,303.21666666666664
10595,395.7
857,753.25
7654,435.7027777777777
12429,486.4
18200,530.8
9710,443.0
12240,794.7
2939,321.05
120,301.0
11548,1257.95
5261,1041.95
5598,378.0
7679,477.0
1820,543.05
3259,530.4
623,397.2
10503,489.0
9267,524.45
16624,1351.1
20850,611.45
9821,444.35
4693,399.0
14824,600.05
14096,672.0
6149,287.0
6373,531.45
12989,684.8
5547,448.7666666666666
5420,2333.3
2058,1049.0
20958,510.2
13945,951.25
6245,404.4
15624,394.6
13317,263.55
1802,393.75
18216,352.3
17276,422.55
10247,666.3
9532,1513.45
1568,402.5
13427,499.0
12689,251.41111111111113
9955,994.2
